playce,평점,4.3,17,20210318,목
playce,평점,4.3,27,20210418,일
playce,평점,4.0,25,20210518,화
playce,평점,4.1,13,20210618,금
playce,평점,3.9,22,20210718,일
playce,평점,4.1,21,20210818,수
playce,평점,4.2,9,20210918,토
playce,평점,5.0,1,20210927,월
playce,평점,4.2,5,20211004,월
playce,평점,5.0,1,20211011,월
playce,평점,3.0,1,20211014,목
playce,평점,4.0,1,20211015,금
T아일랜드호스텔,평점,2.0,2,20121018,목
T아일랜드호스텔,평점,4.0,1,20161018,화
T아일랜드호스텔,평점,4.1,13,20171018,수
T아일랜드호스텔,평점,4.2,26,20181018,목
T아일랜드호스텔,평점,4.1,45,20191018,금
T아일랜드호스텔,평점,4.3,20,20201018,일
T아일랜드호스텔,평점,5.0,1,20201118,수
T아일랜드호스텔,평점,4.0,1,20201218,금
T아일랜드호스텔,평점,1.0,1,20210518,화
T아일랜드호스텔,평점,5.0,1,20210618,금
T아일랜드호스텔,평점,4.5,2,20210718,일
T아일랜드호스텔,평점,5.0,1,20210818,수
T아일랜드호스텔,평점,4.5,2,20211011,월
WE호텔,평점,5.0,1,20151018,일
WE호텔,평점,4.6,7,20161018,화
WE호텔,평점,4.4,58,20171018,수
WE호텔,평점,4.4,132,20181018,목
WE호텔,평점,4.4,193,20191018,금
WE호텔,평점,4.4,161,20201018,일
WE호텔,평점,4.5,31,20201118,수
WE호텔,평점,4.5,22,20201218,금
WE호텔,평점,4.9,7,20210118,월
WE호텔,평점,4.2,13,20210218,목
WE호텔,평점,4.7,15,20210318,목
WE호텔,평점,4.5,15,20210418,일
WE호텔,평점,4.6,13,20210518,화
WE호텔,평점,3.9,10,20210618,금
WE호텔,평점,4.4,25,20210718,일
WE호텔,평점,4.2,11,20210818,수
WE호텔,평점,4.6,17,20210918,토
WE호텔,평점,5.0,1,20210920,월
WE호텔,평점,5.0,1,20211015,금
WE호텔,평점,5.0,2,20211018,월
YOU&I게스트하우스,평점,4.0,1,20141018,토
YOU&I게스트하우스,평점,5.0,1,20151018,일
YOU&I게스트하우스,평점,4.0,12,20161018,화
YOU&I게스트하우스,평점,4.2,34,20171018,수
YOU&I게스트하우스,평점,4.4,50,20181018,목
YOU&I게스트하우스,평점,4.1,45,20191018,금
YOU&I게스트하우스,평점,4.5,19,20201018,일
YOU&I게스트하우스,평점,4.0,2,20201218,금
YOU&I게스트하우스,평점,5.0,1,20210118,월
YOU&I게스트하우스,평점,4.0,1,20210218,목
YOU&I게스트하우스,평점,3.0,1,20210418,일
YOU&I게스트하우스,평점,5.0,1,20210518,화
YOU&I게스트하우스,평점,4.7,6,20210618,금
YOU&I게스트하우스,평점,4.5,2,20210718,일
YOU&I게스트하우스,평점,5.0,1,20210818,수
YOU&I게스트하우스,평점,5.0,2,20210918,토
Y리조트,평점,4.0,3,20151018,일
Y리조트,평점,4.3,8,20161018,화
Y리조트,평점,4.6,17,20171018,수
Y리조트,평점,4.2,51,20181018,목
Y리조트,평점,4.2,84,20191018,금
Y리조트,평점,4.4,101,20201018,일
Y리조트,평점,4.1,11,20201118,수
Y리조트,평점,4.3,9,20201218,금
Y리조트,평점,3.0,5,20210118,월
Y리조트,평점,4.3,6,20210218,목
Y리조트,평점,4.7,10,20210318,목
Y리조트,평점,4.3,18,20210418,일
Y리조트,평점,4.1,9,20210518,화
Y리조트,평점,4.6,10,20210618,금
Y리조트,평점,4.1,10,20210718,일
Y리조트,평점,4.2,11,20210818,수
Y리조트,평점,4.3,9,20210918,토
Y리조트,평점,4.6,5,20211004,월
Y리조트,평점,4.3,3,20211011,월
Y리조트,평점,5.0,1,20211012,화
Y리조트,평점,4.0,1,20211014,목
Y리조트,평점,5.0,2,20211015,금
가까이에파도소리,평점,4.5,2,20131018,금
가까이에파도소리,평점,4.0,1,20161018,화
가까이에파도소리,평점,3.0,1,20171018,수
가까이에파도소리,평점,4.0,4,20181018,목
가까이에파도소리,평점,4.4,8,20191018,금
가까이에파도소리,평점,4.2,11,20201018,일
가까이에파도소리,평점,4.0,1,20210618,금
가까이에파도소리,평점,1.0,1,20210718,일
가름 게스트하우스,평점,4.0,1,20131018,금
가름 게스트하우스,평점,5.0,1,20151018,일
가름 게스트하우스,평점,4.3,3,20161018,화
가름 게스트하우스,평점,4.6,7,20171018,수
가름 게스트하우스,평점,4.7,12,20181018,목
가름 게스트하우스,평점,4.5,15,20191018,금
가름 게스트하우스,평점,4.5,14,20201018,일
가름 게스트하우스,평점,5.0,2,20201118,수
가름 게스트하우스,평점,5.0,1,20201218,금
가름 게스트하우스,평점,5.0,1,20210118,월
가름 게스트하우스,평점,3.5,2,20210418,일
가름 게스트하우스,평점,5.0,2,20210518,화
가름 게스트하우스,평점,5.0,1,20210618,금
가름 게스트하우스,평점,5.0,1,20210718,일
가름 게스트하우스,평점,4.3,3,20210818,수
가름 게스트하우스,평점,5.0,1,20211013,수
가름 게스트하우스,평점,5.0,1,20211014,목
가비오타 펜션 제주,평점,5.0,3,20181018,목
가비오타 펜션 제주,평점,4.3,4,20191018,금
가비오타 펜션 제주,평점,4.0,5,20201018,일
가비오타 펜션 제주,평점,3.0,1,20210918,토
가비오타 펜션 제주,평점,5.0,1,20210927,월
가산토방호스텔,평점,3.0,1,20121018,목
가산토방호스텔,평점,4.0,1,20131018,금
가산토방호스텔,평점,4.5,2,20151018,일
가산토방호스텔,평점,3.7,3,20161018,화
가산토방호스텔,평점,4.3,15,20171018,수
가산토방호스텔,평점,4.4,21,20181018,목
가산토방호스텔,평점,4.3,38,20191018,금
가산토방호스텔,평점,4.5,14,20201018,일
가산토방호스텔,평점,5.0,2,20201118,수
가산토방호스텔,평점,5.0,1,20201218,금
가산토방호스텔,평점,5.0,1,20210318,목
가온누리 호스텔,평점,5.0,7,20171018,수
가온누리 호스텔,평점,4.6,5,20181018,목
가온누리 호스텔,평점,4.4,9,20191018,금
가온누리 호스텔,평점,4.8,6,20201018,일
가온누리 호스텔,평점,5.0,1,20201118,수
가온누리 호스텔,평점,5.0,2,20201218,금
가온누리 호스텔,평점,5.0,2,20210318,목
가온누리 호스텔,평점,5.0,1,20210518,화
가온누리 호스텔,평점,5.0,1,20210718,일
가온누리 호스텔,평점,5.0,1,20210818,수
가온누리 호스텔,평점,5.0,2,20210918,토
가온누리 호스텔,평점,5.0,1,20210927,월
간드락게스트하우스,평점,4.0,1,20171018,수
간드락게스트하우스,평점,4.4,5,20181018,목
간드락게스트하우스,평점,4.8,17,20191018,금
간드락게스트하우스,평점,4.7,9,20201018,일
간드락게스트하우스,평점,5.0,1,20201218,금
간드락게스트하우스,평점,5.0,1,20210118,월
간드락게스트하우스,평점,3.3,3,20210418,일
간드락게스트하우스,평점,4.5,4,20210518,화
간드락게스트하우스,평점,5.0,1,20210618,금
간드락게스트하우스,평점,5.0,2,20210718,일
감비나무펜션,평점,4.7,3,20181018,목
감비나무펜션,평점,4.6,7,20191018,금
감비나무펜션,평점,5.0,2,20201018,일
객의하우스,평점,3.8,4,20171018,수
객의하우스,평점,4.2,6,20181018,목
객의하우스,평점,4.3,9,20191018,금
객의하우스,평점,5.0,1,20201018,일
객의하우스,평점,5.0,1,20211004,월
갤러리 호텔 비,평점,1.0,2,20181018,목
갤러리 호텔 비,평점,4.1,65,20191018,금
갤러리 호텔 비,평점,3.7,56,20201018,일
갤러리 호텔 비,평점,3.8,6,20201118,수
갤러리 호텔 비,평점,2.8,9,20201218,금
갤러리 호텔 비,평점,3.0,2,20210118,월
갤러리 호텔 비,평점,3.0,2,20210218,목
갤러리 호텔 비,평점,2.0,1,20210318,목
갤러리 호텔 비,평점,4.0,3,20210418,일
갤러리 호텔 비,평점,3.7,3,20210518,화
갤러리 호텔 비,평점,4.0,2,20210618,금
갤러리 호텔 비,평점,3.0,3,20210818,수
갤러리 호텔 비,평점,4.7,3,20210918,토
갤러리 호텔 비,평점,2.0,1,20210927,월
갤러리 호텔 비,평점,2.5,2,20211011,월
갤럭시호텔 제주,평점,4.0,1,20161018,화
갤럭시호텔 제주,평점,4.8,4,20171018,수
갤럭시호텔 제주,평점,4.0,28,20181018,목
갤럭시호텔 제주,평점,4.3,50,20191018,금
갤럭시호텔 제주,평점,4.2,33,20201018,일
갤럭시호텔 제주,평점,4.0,3,20201118,수
갤럭시호텔 제주,평점,5.0,1,20201218,금
갤럭시호텔 제주,평점,5.0,1,20210118,월
갤럭시호텔 제주,평점,3.0,1,20210218,목
갤럭시호텔 제주,평점,4.0,1,20210318,목
갤럭시호텔 제주,평점,5.0,2,20210418,일
갤럭시호텔 제주,평점,3.0,1,20210518,화
갤럭시호텔 제주,평점,3.0,1,20210618,금
갤럭시호텔 제주,평점,5.0,3,20210718,일
갤럭시호텔 제주,평점,4.0,1,20210918,토
갤럭시호텔 제주,평점,5.0,1,20210920,월
갤럭시호텔 제주,평점,4.0,1,20211013,수
갯바위펜션,평점,4.5,2,20171018,수
갯바위펜션,평점,3.2,5,20181018,목
갯바위펜션,평점,4.7,3,20191018,금
갯바위펜션,평점,5.0,1,20201018,일
갯바위펜션,평점,4.5,2,20210218,목
갯바위펜션,평점,4.0,1,20210718,일
거문오름호스텔,평점,3.0,3,20171018,수
거문오름호스텔,평점,4.5,4,20181018,목
거문오름호스텔,평점,3.7,7,20191018,금
거문오름호스텔,평점,4.5,6,20201018,일
건축학개론펜션,평점,4.0,1,20161018,화
건축학개론펜션,평점,4.8,4,20171018,수
건축학개론펜션,평점,3.7,3,20181018,목
건축학개론펜션,평점,3.9,8,20191018,금
건축학개론펜션,평점,3.9,14,20201018,일
건축학개론펜션,평점,5.0,2,20201118,수
건축학개론펜션,평점,2.0,1,20201218,금
건축학개론펜션,평점,4.0,1,20210118,월
건축학개론펜션,평점,3.0,1,20210218,목
건축학개론펜션,평점,5.0,1,20210318,목
건축학개론펜션,평점,4.4,8,20210418,일
건축학개론펜션,평점,4.0,3,20210618,금
건축학개론펜션,평점,5.0,1,20210718,일
건축학개론펜션,평점,5.0,1,20210818,수
건축학개론펜션,평점,5.0,1,20210918,토
건축학개론펜션,평점,5.0,1,20211011,월
게스트하우스7,평점,5.0,4,20191018,금
게스트하우스7,평점,3.5,6,20201018,일
게으르게펜션,평점,5.0,2,20181018,목
게으르게펜션,평점,4.7,3,20191018,금
게으르게펜션,평점,5.0,2,20201018,일
게으르게펜션,평점,5.0,1,20201118,수
게으르게펜션,평점,5.0,1,20210218,목
게으르게펜션,평점,5.0,1,20210518,화
게으르게펜션,평점,5.0,1,20210818,수
고등어민박,평점,4.0,3,20181018,목
고등어민박,평점,4.0,4,20191018,금
고등어민박,평점,4.9,8,20201018,일
고등어민박,평점,5.0,1,20201118,수
고등어민박,평점,5.0,1,20210118,월
고등어민박,평점,5.0,2,20210218,목
고등어민박,평점,5.0,1,20210618,금
고등어민박,평점,5.0,1,20210718,일
고래수펜션,평점,2.6,5,20171018,수
고래수펜션,평점,3.5,6,20181018,목
고래수펜션,평점,3.9,9,20191018,금
고래수펜션,평점,4.3,6,20201018,일
고래수펜션,평점,5.0,2,20201118,수
고래수펜션,평점,4.0,4,20210118,월
고래수펜션,평점,4.0,2,20210218,목
고래수펜션,평점,4.0,1,20210418,일
고래수펜션,평점,5.0,1,20210618,금
고래수펜션,평점,3.0,1,20210718,일
고래수펜션,평점,5.0,1,20210818,수
고래수펜션,평점,4.0,1,20211004,월
고망난돌민박가든 제주,평점,2.0,1,20121018,목
고망난돌민박가든 제주,평점,3.0,1,20131018,금
고망난돌민박가든 제주,평점,4.8,4,20171018,수
고망난돌민박가든 제주,평점,4.0,7,20181018,목
고망난돌민박가든 제주,평점,4.8,4,20191018,금
고망난돌민박가든 제주,평점,5.0,3,20201018,일
고투베드리조트,평점,3.3,3,20171018,수
고투베드리조트,평점,4.2,6,20181018,목
고투베드리조트,평점,4.5,20,20191018,금
고투베드리조트,평점,4.6,16,20201018,일
고투베드리조트,평점,5.0,1,20210418,일
고투베드리조트,평점,5.0,1,20210518,화
고투베드리조트,평점,5.0,1,20210618,금
고투베드리조트,평점,3.3,3,20210818,수
고투베드리조트,평점,5.0,1,20210918,토
고흐와 바흐 펜션,평점,5.0,1,20171018,수
고흐와 바흐 펜션,평점,4.0,6,20181018,목
고흐와 바흐 펜션,평점,4.1,16,20191018,금
고흐와 바흐 펜션,평점,4.7,7,20201018,일
고흐와 바흐 펜션,평점,5.0,1,20201118,수
고흐와 바흐 펜션,평점,5.0,3,20201218,금
고흐와 바흐 펜션,평점,5.0,1,20210218,목
고흐와 바흐 펜션,평점,5.0,1,20210418,일
고흐와 바흐 펜션,평점,5.0,1,20210518,화
고흐와 바흐 펜션,평점,5.0,1,20210618,금
골든튤립 제주성산호텔,평점,4.3,29,20181018,목
골든튤립 제주성산호텔,평점,3.9,398,20191018,금
골든튤립 제주성산호텔,평점,3.8,335,20201018,일
골든튤립 제주성산호텔,평점,4.0,29,20201118,수
골든튤립 제주성산호텔,평점,3.9,22,20201218,금
골든튤립 제주성산호텔,평점,4.4,10,20210118,월
골든튤립 제주성산호텔,평점,3.9,12,20210218,목
골든튤립 제주성산호텔,평점,3.9,23,20210318,목
골든튤립 제주성산호텔,평점,4.1,24,20210418,일
골든튤립 제주성산호텔,평점,4.0,17,20210518,화
골든튤립 제주성산호텔,평점,3.6,17,20210618,금
골든튤립 제주성산호텔,평점,4.0,22,20210718,일
골든튤립 제주성산호텔,평점,4.0,20,20210818,수
골든튤립 제주성산호텔,평점,4.3,17,20210918,토
골든튤립 제주성산호텔,평점,4.0,3,20210927,월
골든튤립 제주성산호텔,평점,4.3,6,20211004,월
골든튤립 제주성산호텔,평점,4.5,4,20211011,월
골든튤립 제주성산호텔,평점,5.0,1,20211012,화
골든튤립 제주성산호텔,평점,5.0,1,20211015,금
골든파크호텔,평점,2.5,4,20171018,수
골든파크호텔,평점,3.7,38,20181018,목
골든파크호텔,평점,3.9,62,20191018,금
골든파크호텔,평점,3.7,28,20201018,일
골든파크호텔,평점,3.0,1,20201118,수
골든파크호텔,평점,3.5,2,20201218,금
골든파크호텔,평점,4.0,2,20210218,목
골든파크호텔,평점,5.0,1,20210318,목
골든파크호텔,평점,4.0,2,20210418,일
골든파크호텔,평점,3.5,2,20210518,화
골든파크호텔,평점,5.0,3,20210618,금
골든파크호텔,평점,4.5,2,20210818,수
골든파크호텔,평점,4.0,2,20210918,토
골든파크호텔,평점,4.0,1,20211011,월
공천포게스트하우스,평점,5.0,1,20161018,화
공천포게스트하우스,평점,4.0,4,20171018,수
공천포게스트하우스,평점,4.5,2,20181018,목
공천포게스트하우스,평점,4.0,1,20191018,금
공천포게스트하우스,평점,4.0,6,20201018,일
공천포게스트하우스,평점,3.3,3,20201118,수
공천포게스트하우스,평점,5.0,2,20210318,목
공천포게스트하우스,평점,5.0,2,20210418,일
공천포게스트하우스,평점,5.0,1,20210718,일
공천포게스트하우스,평점,5.0,1,20211012,화
관광호텔더레드,평점,4.0,1,20161018,화
관광호텔더레드,평점,2.8,4,20171018,수
관광호텔더레드,평점,3.0,19,20181018,목
관광호텔더레드,평점,3.6,16,20191018,금
관광호텔더레드,평점,3.6,8,20201018,일
관광호텔더레드,평점,3.7,3,20201218,금
교원스위트호텔제주,평점,4.0,1,20131018,금
교원스위트호텔제주,평점,4.0,2,20151018,일
교원스위트호텔제주,평점,4.0,11,20161018,화
교원스위트호텔제주,평점,4.0,40,20171018,수
교원스위트호텔제주,평점,4.3,123,20181018,목
교원스위트호텔제주,평점,4.2,164,20191018,금
교원스위트호텔제주,평점,4.4,139,20201018,일
교원스위트호텔제주,평점,4.3,20,20201118,수
교원스위트호텔제주,평점,4.0,8,20201218,금
교원스위트호텔제주,평점,4.8,5,20210118,월
교원스위트호텔제주,평점,4.4,14,20210218,목
교원스위트호텔제주,평점,4.6,7,20210318,목
교원스위트호텔제주,평점,4.7,14,20210418,일
교원스위트호텔제주,평점,4.0,17,20210518,화
교원스위트호텔제주,평점,4.0,8,20210618,금
교원스위트호텔제주,평점,4.8,14,20210718,일
교원스위트호텔제주,평점,3.8,13,20210818,수
교원스위트호텔제주,평점,4.5,8,20210918,토
교원스위트호텔제주,평점,4.3,6,20210927,월
교원스위트호텔제주,평점,4.3,3,20211011,월
교원스위트호텔제주,평점,5.0,1,20211017,일
교원스위트호텔제주,평점,5.0,1,20211018,월
구덕게스트,평점,1.0,1,20141018,토
구덕게스트,평점,4.5,4,20151018,일
구덕게스트,평점,3.8,5,20161018,화
구덕게스트,평점,4.5,15,20171018,수
구덕게스트,평점,4.2,63,20181018,목
구덕게스트,평점,4.5,54,20191018,금
구덕게스트,평점,3.9,28,20201018,일
구덕게스트,평점,4.0,1,20201118,수
구덕게스트,평점,5.0,1,20201218,금
구덕게스트,평점,5.0,1,20210118,월
구덕게스트,평점,5.0,1,20210218,목
구덕게스트,평점,5.0,1,20210318,목
구덕게스트,평점,4.3,7,20210418,일
구덕게스트,평점,5.0,1,20210518,화
구덕게스트,평점,4.5,2,20210618,금
구덕게스트,평점,5.0,1,20210718,일
구덕게스트,평점,5.0,1,20210818,수
구덕게스트,평점,2.7,3,20210918,토
굿나잇플리즈,평점,5.0,1,20201118,수
굿나잇플리즈,평점,5.0,1,20210818,수
귤낭하우스,평점,3.0,1,20171018,수
귤낭하우스,평점,4.5,2,20181018,목
귤낭하우스,평점,4.8,8,20191018,금
귤낭하우스,평점,4.6,9,20201018,일
귤낭하우스,평점,5.0,3,20201118,수
귤낭하우스,평점,5.0,3,20201218,금
귤낭하우스,평점,5.0,1,20210118,월
귤낭하우스,평점,5.0,2,20210218,목
귤낭하우스,평점,5.0,1,20210318,목
귤낭하우스,평점,4.0,1,20210518,화
귤낭하우스,평점,4.5,2,20210618,금
귤낭하우스,평점,4.3,3,20210718,일
귤낭하우스,평점,5.0,1,20210818,수
그라벨호텔 제주,평점,4.2,136,20181018,목
그라벨호텔 제주,평점,4.1,317,20191018,금
그라벨호텔 제주,평점,4.1,287,20201018,일
그라벨호텔 제주,평점,4.1,27,20201118,수
그라벨호텔 제주,평점,3.1,23,20201218,금
그라벨호텔 제주,평점,4.7,12,20210118,월
그라벨호텔 제주,평점,4.5,33,20210218,목
그라벨호텔 제주,평점,3.9,30,20210318,목
그라벨호텔 제주,평점,4.3,23,20210418,일
그라벨호텔 제주,평점,4.3,18,20210518,화
그라벨호텔 제주,평점,4.6,18,20210618,금
그라벨호텔 제주,평점,4.4,12,20210718,일
그라벨호텔 제주,평점,4.1,19,20210818,수
그라벨호텔 제주,평점,4.4,16,20210918,토
그라벨호텔 제주,평점,5.0,1,20210920,월
그라벨호텔 제주,평점,4.0,4,20210927,월
그라벨호텔 제주,평점,4.6,5,20211004,월
그라벨호텔 제주,평점,3.4,5,20211011,월
그라벨호텔 제주,평점,5.0,3,20211016,토
그라벨호텔 제주,평점,5.0,1,20211017,일
그랜드메르호텔 제주,평점,4.4,5,20161018,화
그랜드메르호텔 제주,평점,3.9,30,20171018,수
그랜드메르호텔 제주,평점,4.0,86,20181018,목
그랜드메르호텔 제주,평점,4.1,133,20191018,금
그랜드메르호텔 제주,평점,3.6,85,20201018,일
그랜드메르호텔 제주,평점,3.0,6,20201118,수
그랜드메르호텔 제주,평점,3.6,8,20201218,금
그랜드메르호텔 제주,평점,5.0,3,20210118,월
그랜드메르호텔 제주,평점,4.0,5,20210218,목
그랜드메르호텔 제주,평점,4.7,3,20210318,목
그랜드메르호텔 제주,평점,3.3,6,20210418,일
그랜드메르호텔 제주,평점,4.3,4,20210518,화
그랜드메르호텔 제주,평점,3.8,5,20210618,금
그랜드메르호텔 제주,평점,4.1,8,20210718,일
그랜드메르호텔 제주,평점,4.1,9,20210818,수
그랜드메르호텔 제주,평점,4.0,2,20210918,토
그랜드메르호텔 제주,평점,3.0,1,20210927,월
그랜드메르호텔 제주,평점,4.0,1,20211011,월
그랜드메르호텔 제주,평점,3.0,1,20211015,금
그랜드메르호텔 제주,평점,4.0,1,20211018,월
그랜드밀리언스호텔,평점,5.0,3,20181018,목
그랜드밀리언스호텔,평점,3.9,95,20191018,금
그랜드밀리언스호텔,평점,3.9,48,20201018,일
그랜드밀리언스호텔,평점,1.0,1,20210318,목
그랜드밀리언스호텔,평점,3.5,4,20210418,일
그랜드밀리언스호텔,평점,3.6,5,20210518,화
그랜드밀리언스호텔,평점,3.6,10,20210618,금
그랜드밀리언스호텔,평점,4.4,12,20210718,일
그랜드밀리언스호텔,평점,4.1,8,20210818,수
그랜드밀리언스호텔,평점,4.2,9,20210918,토
그랜드밀리언스호텔,평점,4.0,3,20210927,월
그랜드밀리언스호텔,평점,3.5,2,20211004,월
그랜드밀리언스호텔,평점,3.8,4,20211011,월
그랜드밀리언스호텔,평점,5.0,1,20211013,수
그랜드밀리언스호텔,평점,5.0,1,20211018,월
그레이게스트하우스,평점,5.0,1,20171018,수
그레이게스트하우스,평점,4.0,1,20181018,목
그레이게스트하우스,평점,4.0,1,20191018,금
그린데이 게스트하우스,평점,4.3,3,20131018,금
그린데이 게스트하우스,평점,5.0,1,20141018,토
그린데이 게스트하우스,평점,4.5,6,20161018,화
그린데이 게스트하우스,평점,4.2,13,20171018,수
그린데이 게스트하우스,평점,4.0,39,20181018,목
그린데이 게스트하우스,평점,4.4,46,20191018,금
그린데이 게스트하우스,평점,4.4,31,20201018,일
그린데이 게스트하우스,평점,4.5,2,20201118,수
그린데이 게스트하우스,평점,4.5,2,20201218,금
그린데이 게스트하우스,평점,5.0,1,20210118,월
그린데이 게스트하우스,평점,4.0,4,20210218,목
그린데이 게스트하우스,평점,4.5,2,20210318,목
그린데이 게스트하우스,평점,3.8,6,20210418,일
그린데이 게스트하우스,평점,3.0,2,20210518,화
그린데이 게스트하우스,평점,4.0,3,20210618,금
그린데이 게스트하우스,평점,4.7,3,20210718,일
그린데이 게스트하우스,평점,1.0,1,20210818,수
